country,country_code,year,gdp_per_capita,gni_per_capita,health_expenditure,population,mortality_rate
Belarus,BLR,2024,8317.63399913792,8260,,9132629,157
Belgium,BEL,2024,56614.5679499036,55290,,11858610,385
Belize,BLZ,2024,7681.24400583113,7150,,417072,94
Benin,BEN,2024,1485.38018885134,1430,,14462724,35304
Bermuda,BMU,2024,142855.374713782,145150,,64636,
Bolivia,BOL,2024,4421.16609889999,4160,,12413315,4080
Bosnia and Herzegovina,BIH,2024,9358.78768951134,8790,,3164253,172
Botswana,BWA,2024,7695.75319445165,7750,,2521139,2032
Brazil,BRA,2024,10310.5488778166,9930,,211998573,36892
Brunei Darussalam,BRN,2024,33153.4738913513,36020,,462721,62
Bulgaria,BGR,2024,17596.0173663521,15370,,6441421,354
Burkina Faso,BFA,2024,981.992649769081,850,,23548781,54009
Burundi,BDI,2024,219.424830882698,260,,14047786,21573
Cabo Verde,CPV,2024,5192.48157325878,4950,,524877,72
Cambodia,KHM,2024,2627.87969756224,2550,,17638801,6629
Cameroon,CMR,2024,1830.00833684727,1700,,29123744,61508
Canada,CAN,2024,54340.3477224733,53400,11.3095665,41288599,1949
Caribbean small states,CSS,2024,19903.8112311908,17761.8612856618,,4539060,1188
Central African Republic,CAF,2024,516.160999996036,510,,5330690,20555
Central Europe and the Baltics,CEB,2024,24604.8068595604,21833.0583893736,,100061963,4277
Chad,TCD,2024,961.55975562506,940,,20299123,78958
Chile,CHL,2024,16709.8893972307,15750,10.53092575,19764771,1189
China,CHN,2024,13303.1481543868,13660,,1408975000,53968
Colombia,COL,2024,7919.20886825345,7040,8.14139366,52886363,8107
Comoros,COM,2024,1662.75663312504,1590,,866628,945
"Congo, Dem. Rep.",COD,2024,649.383338556725,670,,109276265,385039
"Congo, Rep.",COG,2024,2482.2489948456,2280,,6332961,7367
Costa Rica,CRI,2024,18587.1532203482,15620,,5129910,541
Cote d'Ivoire,CIV,2024,2727.8935220697,2530,,31934230,63784
Croatia,HRV,2024,24050.4397933135,22250,,3866200,181
Curacao,CUW,2024,22832.8953958667,22590,,155967,
Cyprus,CYP,2024,38674.29296875,32870,,1358282,72
Czechia,CZE,2024,31823.3078290564,29560,8.50710297,10905028,243
Denmark,DNK,2024,71026.4832271897,72540,9.38812923,5976992,231
Djibouti,DJI,2024,3552.72335079222,3640,,1168722,1173
Dominica,DMA,2024,10405.2787777582,10230,,66205,26
Dominican Republic,DOM,2024,10875.6618443092,10280,,11427557,6181
Early-demographic dividend,EAR,2024,4450.18711937385,4303.46958452427,,3552278604,1906859
East Asia & Pacific,EAS,2024,13405.735673015,13764.4155339858,,2388319494,282953
East Asia & Pacific (IDA & IBRD countries),TEA,2024,10513.9529323033,10749.511363955,,2114653077,273147
East Asia & Pacific (excluding high income),EAP,2024,10396.7957405051,10629.7080602908,,2141122258,278838
Ecuador,ECU,2024,6874.705739766,6430,,18135478,3489
"Egypt, Arab Rep.",EGY,2024,3338.47371395895,3510,,116538258,53943
El Salvador,SLV,2024,5579.65969165029,5120,,6338193,997
Equatorial Guinea,GNQ,2024,6745.40013244916,4740,,1892516,3727
Estonia,EST,2024,31428.3547816104,28880,7.83648062,1372341,23
Eswatini,SWZ,2024,3909.55892378182,3590,,1242822,1323
Ethiopia,ETH,2024,1133.88279681719,1100,,132059767,181228
Euro area,EMU,2024,46945.4188234427,44691.4787889803,10.7750014368516,351161936,10592
Europe & Central Asia,ECS,2024,31555.5207890657,29916.8240608434,,928263208,74443
Europe & Central Asia (IDA & IBRD countries),TEC,2024,13337.4386956337,12407.3884339644,,459734030,59342
